task_id,image_id,phrase
2359670__3764561,2359670,field
2359670__1769280,2359670,leafy green bush
2359675__1707762,2359675,shirt
2359675__2551933,2359675,toppings on pizza
2359675__1712819,2359675,picture hung up on wall
2359675__2403073,2359675,girl
2359675__2465092,2359675,lady
2359675__2378508,2359675,pizza
2359678__4557690,2359678,flying bird
2359678__4328297_4557669,2359678,dark clouds
2359678__4244161,2359678,horizon
2359678__4244160,2359678,sunset in horizon
2359705__1963207,2359705,around enclosure
2359705__1837440,2359705,field
2359705__2133599,2359705,background trees
2359705__1745329,2359705,rider
2359705__2362668,2359705,black vest
2359710__4243307_4243339,2359710,water
2359710__4243352,2359710,green toy
2359710__3972189,2359710,polar bear
2359710__4243355,2359710,he
2359716__2478423,2359716,hand
2359716__1998773,2359716,white plate
2359716__1832629,2359716,pizza on plate
2359716__2006575,2359716,child
2359716__2006574,2359716,red shirt
2359716__2291570,2359716,table
2359733__1856909,2359733,wall
2359733__1681768,2359733,black fridge
2359733__2300402,2359733,black machine
2359733__1982722,2359733,black dishwasher
2359734__791555,2359734,head
2359734__3764122,2359734,woman
2359734__791543,2359734,shades
2359734__791551,2359734,left hand
2359734__791546,2359734,white shirt on woman
2359734__3764121,2359734,dress
2359737__791506,2359737,far rocks
2359737__791504,2359737,person on beach
2359737__791505,2359737,blue water
2359737__791501,2359737,blue sky
2359739__2583201,2359739,green wall
2359739__2160549,2359739,door
2359739__1923735,2359739,towel
2359742__2204399,2359742,building
2359742__2653751,2359742,blue jeans
2359742__2096834,2359742,street
2359742__3764083,2359742,crosswalk
2359761__1843918,2359761,white pipe
2359761__2892126,2359761,screen turned on
2359761__3467009,2359761,blue cords
2359761__2008476,2359761,cables
2359761__2788004,2359761,row
2359797__1753423,2359797,parked van
2359797__2318148,2359797,grey jacket
2359797__2394984,2359797,clear cloud
2359797__2450756,2359797,grey sky
2359797__2201755,2359797,person on ground
2359797__2446990,2359797,ground
2359801__2146168,2359801,red luggage
2359801__1896919,2359801,grass
2359801__3537362,2359801,background
2359801__2100473,2359801,lady on grass
2359801__1697864,2359801,woman wearing dress
2359801__2524249,2359801,road
2359805__2587004,2359805,kite
2359805__2009913,2359805,short grass
2359805__1842299,2359805,jeans
2359805__3763787,2359805,man's hands
2359805__2009761,2359805,man wearing jeans wearing shirt wears shirt
2359817__791039,2359817,standing man
2359817__791032,2359817,crosswalk signal
2359817__791037,2359817,white stain
2359817__791030,2359817,lighted light
2359817__791033,2359817,cement block
2359818__1814774,2359818,red bike
2359818__2094107,2359818,motorcycle
2359818__1976441,2359818,metal handle bars
2359839__790923,2359839,black headboard
2359839__790922,2359839,standing woman
2359842__1848784,2359842,open door
2359842__1699477,2359842,red truck
2359842__1880217,2359842,bus
2359842__1904366,2359842,pavement
2359842__3763662,2359842,shadow on pavement
2359842__1739334,2359842,red building
2359859__790780,2359859,plants near water
2359859__790779,2359859,trees near water
2359859__790771,2359859,wood fence
2359859__790769,2359859,dark water
2359867__1760170,2359867,building
2359867__2536728,2359867,lights on ship
2359867__3537023,2359867,ripple
2359867__2446256,2359867,boat
2359878__2444527_2444528,2359878,orange
2359878__2520756,2359878,arrenged fruit
2359878__3403062,2359878,sliced banana
2359878__3197985,2359878,sliced bananas
2359878__3112258,2359878,oranges
2359887__4239619,2359887,fur sticking out
2359887__4239661,2359887,white whiskers
2359887__4239609,2359887,long fur
2359887__4239626,2359887,light fur
2359887__4239673,2359887,long hair
2359888__790630,2359888,small truck
2359888__790653,2359888,green shirt
2359888__790644,2359888,boy has hair
2359888__790645,2359888,striped shirt
2359888__790660,2359888,goat in truck
2359888__790632,2359888,boy person
2359900__2325227,2359900,sitting down
2359900__2068324,2359900,design
2359900__2183224_2228731_2418851,2359900,skateboard
2359913__2150602,2359913,white wall
2359913__3536757,2359913,glass top
2359913__1711531,2359913,table
2359915__790528,2359915,pole laying in snow
2359915__790522,2359915,grey pole
2359915__790513,2359915,white pants
2359922__2166131,2359922,ceiling
2359922__1733426,2359922,cabinet door
2359922__2480029,2359922,beige colored floors
2359922__2150084,2359922,painted wall
2359933__2679450,2359933,large mirror
2359933__2716880,2359933,wall in bathroom
2359933__2237604,2359933,window with blinds
2359933__3505097,2359933,sink
2359933__3306389,2359933,side
2359933__1685459,2359933,counter in bathroom
2359944__1713414,2359944,surfer in water
2359944__2394036,2359944,the ocean ripples
2359944__2058349,2359944,splash
2359944__2372834,2359944,white surf board
2359944__2403039,2359944,the ocean water
2359951__1909880,2359951,gray tree branch
2359951__2490383_1713327,2359951,branch
2359953__790345,2359953,soothing sky
2359953__790351,2359953,ripple in water
2359953__790348,2359953,calm water
2359953__790357,2359953,small wave
2359959__3763308,2359959,plant
2359959__3536427,2359959,planter
2359959__3536441,2359959,long leaves
2359963__1979656_3763275,2359963,ear
2359963__2455624,2359963,zebra mane
2359963__3763274,2359963,grass
2359963__1755365,2359963,striped leg
2359968__2496203,2359968,sign on building
2359968__3763245,2359968,back
2359968__3536392,2359968,brown building
2359968__3763244,2359968,street
2359968__2279960,2359968,garda truck
2359968__2545954,2359968,curb with trees
2359984__3160779,2359984,black hands
2359984__3046497_3046499,2359984,statue
2359985__2918680,2359985,black motorcycle
2359985__2596519,2359985,red reflector
2359985__3414356,2359985,yellow motorcycle
2359985__3166456,2359985,back end car
2359985__1949912,2359985,man has shoulder
2359991__2055163,2359991,green rose
2359991__2624512,2359991,many lights
2359991__3763199,2359991,handle
2359991__3763195,2359991,silver silverware
2360008__1831029,2360008,man wearing backpack
2360008__1667855,2360008,people
2360008__3763168,2360008,girl wearing dress
2360008__2660892,2360008,street
2360009__1720155,2360009,white black stripes
2360009__1757071,2360009,tree
2360009__2397170,2360009,zebra
2360009__3763151,2360009,animal in field
2360009__3763153,2360009,grassy field
2360009__2005677,2360009,large tuft grass
2360026__1991275,2360026,greenish/gray water
2360026__2153120,2360026,man not wearing a shirt
2360026__1731405,2360026,boy on wave
2360026__3535978,2360026,behind wave
2360026__1722009,2360026,man's shorts
2360032__2627047,2360032,white lettering
2360032__1932685,2360032,tree
2360032__2212744,2360032,sign mounted on pole
2360032__3535910,2360032,number on sign
2360032__2383569,2360032,blue sky
2360038__789992,2360038,empty bench
2360038__790000,2360038,open doorway
2360038__789993_789993,2360038,sidewalk in front of building
2360038__789996,2360038,cement stairs
2316447__3089698,2316447,man playing wii
2316447__3029760,2316447,wood cabinet
2316447__2816401,2316447,wall
2316447__2857022,2316447,pink chair
2360117__3355480,2360117,kitesurfing man
2360117__1989245,2360117,blue wire
2360117__3184378,2360117,yellow man
2360117__2361859,2360117,white surfboard
2360117__1867664,2360117,white foam
2360117__3535387,2360117,he
2360139__2528025,2360139,building
2360139__3892217,2360139,brick ground
2360139__1899092,2360139,white sky
2360139__2213440,2360139,bricks
2360139__1725787,2360139,yellow van
2360151__1758811,2360151,house plant
2360151__1673580,2360151,man
2360151__3762613,2360151,table
2360152__2327140,2360152,woman
2360152__3173595,2360152,chocolate cake
2360152__2127378,2360152,spoon
2360152__3264972,2360152,blonde hair
2360152__3535161,2360152,tray
2360165__3123583,2360165,platform
2360165__3535101,2360165,train track has part
2360165__1709249,2360165,bench
2360165__2001539,2360165,bridge has part
2360171__3762541,2360171,vehicles
2360171__2326929,2360171,metal railings
2360171__2408993,2360171,bush
2360171__1925023,2360171,brick chimney
2360171__2303050,2360171,road
2360176__2939037,2360176,rippled waves
2360176__3892176,2360176,shoulder-length water
2360176__2783524,2360176,wave
2360176__1706511,2360176,white waves
2360176__2187027,2360176,male surfer
2360186__2106160,2360186,flying bird
2360186__2668168_2668167,2360186,wings
2360188__789180,2360188,branches
2360188__789174,2360188,tracks in front of train
2360188__789187,2360188,black front
2360188__789172,2360188,green car
2360188__789186,2360188,closed door
2360188__789171,2360188,black train
2360212__1889310,2360212,round mirror
2360212__2475157,2360212,small plant
2360212__1921442,2360212,bed
2360212__3762373,2360212,end table
2360212__2348986,2360212,brown bag
2360216__789026,2360216,black rocks
2360216__789021_789021,2360216,black boots
2360216__789020,2360216,black board
2360216__789025_789025,2360216,sitting man
2360230__1743161,2360230,boy
2360230__2184725,2360230,shorts
2360230__2529460,2360230,chain link fence
2360230__2077091,2360230,racket
2360234__1830266,2360234,woman
2360234__1695041,2360234,playing guy
2360234__2132274,2360234,remote wii
2360234__1668111,2360234,playing man
2360234__3762241,2360234,long hair
2360236__3892099,2360236,tan van
2360236__1701977,2360236,red building behind overpass
2360236__3762237,2360236,white clouds in sky
2360236__2082579,2360236,yellow building
2360236__1663423,2360236,bare tree
2360236__2379841,2360236,train on a bridge
2360261__3534563,2360261,tan tile
2360261__2041878,2360261,wall
2360261__2645001,2360261,silver faucet
2360261__2004055,2360261,white towel
2360261__2660175,2360261,silver holder
2360261__2322992,2360261,rectangular mirror
2360281__2140605,2360281,large donut
497923__4414961,497923,building
497923__4414936,497923,green gate
497923__4414944_4414946,497923,step
497923__4414954,497923,people in building
497923__4414960,497923,man standing outside building
2360303__2564770,2360303,leg
2360303__2084339,2360303,ripples
2360303__2248219,2360303,blue shirt
2360303__1821759,2360303,elephant
2360303__2465081,2360303,man
497933__4415223,497933,ski pole
497933__4415201,497933,child with jacket
497933__4415206,497933,woman with hat
2360307__2677697,2360307,white line are on street
2360307__2586892,2360307,sidewalk
2360307__2109217,2360307,lady
2360307__1952536,2360307,black bag
497951__4416079,497951,green tree
497951__4416065,497951,bed
497951__4416075,497951,sign
497951__4416036,497951,red table
497951__4416063,497951,pillow
2360312__788637_788637,2360312,yellow flower
2360312__3761899,2360312,bear
2360312__788640,2360312,hand
2360314__2534218,2360314,brown dog
2360314__1939811,2360314,blue sky
2360314__1699907,2360314,white clouds
2360314__2587698,2360314,sandy beach
497986__4417115_4417099,497986,building
497986__4417111,497986,water
497986__4164227,497986,buildings
497986__4417126,497986,clock tower
497986__4164222,497986,reflecting river
497994__4417521,497994,red pants
497994__4165340,497994,person
497994__4074645,497994,keyboard
497994__4417518,497994,large screen
497994__4417524,497994,open laptop
2360322__1789903,2360322,hanging bag
2360322__1773728,2360322,wall made of bricks made of cement
2360322__1773730,2360322,cement
2360322__3761876,2360322,ground
498022__4004919,498022,open umbrella
498022__4417979,498022,aligned umbrellas
2360323__3761874,2360323,feet
2360323__2588325_2169388,2360323,person
2360323__2581254,2360323,leg on snowboarder
2360323__2759566,2360323,snow
2360323__3133476,2360323,boy
498032__1573203,498032,airplane vapor trail
498032__1573191,498032,snow
498032__1573213,498032,clear sky
498032__1573194,498032,man
498036__4418256,498036,blue pants
498036__4312498,498036,bare branches
498036__4312499_4006457,498036,tree
498046__1039277,498046,black phone
498046__1039278,498046,black hat
498046__1039276,498046,man on phone
498048__1573353,498048,grey gravel
498048__1573335,498048,red train
498048__1573346,498048,white train
498055__1573536,498055,bicycle
498055__1573534,498055,windows
498055__2186125,498055,car
498055__2186126,498055,round tire
498055__1573535,498055,door
498055__3796182,498055,post
498069__4419060,498069,green tree
498069__4419068,498069,corrugated box
498069__4010285,498069,trees
498069__4419051,498069,large truck
498069__4419049,498069,window in truck
498074__1573738,498074,reflection railings
498074__3723620,498074,white bridge
498074__1573737,498074,tracks
498074__3594227,498074,train
498074__1573739,498074,locomotive
498074__3594225,498074,vegetation
498075__4223998,498075,hazy sky
498075__4419127,498075,leaf
498075__4419140_4419128,498075,tree
498075__4419147,498075,boat
498075__4419153,498075,trees
498078__1075925,498078,door on bus
498078__1075930,498078,yellow writing
498078__1075919,498078,parked car
498078__1075931,498078,white train
498078__1075913,498078,yellow taxi
498089__4419395,498089,baseball cap
498089__4264931,498089,bed
498089__4419394,498089,black shoes
498091__4419501,498091,a
498091__4419532,498091,woman looking at woman
498091__4419535_4419524,498091,beach
498091__4419560,498091,umbrellas
498091__4419539,498091,ocean
498103__1039319,498103,keyboard on laptop
498103__1039326,498103,book on desk
498103__1039317,498103,brown desk
498103__1039316,498103,blue cup
498103__1039315,498103,green plant
498103__1039320,498103,potted tree
498116__4420144,498116,baseball bat
498116__4420142,498116,man wearing hat
498116__4420140,498116,hat worn on head
498116__4420143,498116,little boy
498131__4336017,498131,orange bowl
498132__1039379,498132,building
498132__1039371,498132,sign laying on bench
498132__1039373,498132,windows are on building
498132__1039370,498132,table
498132__1039342,498132,ground
498133__1574001,498133,large bowl
498133__1574010,498133,shelf
498133__1573993,498133,potatoes with a spatula
498133__1574008,498133,guitar
498133__1573994,498133,spatula
498133__1574017,498133,oven mitt
498138__4420750,498138,brown frame
498138__4018477,498138,entertainment center
498138__4177385,498138,frame hanging on wall
498138__4018476,498138,wooden cabinets
498138__4340023,498138,person on couch
498138__4420757,498138,man
498152__4020787_4020788,498152,sidewalk
498152__4421076,498152,pole under meter
498152__4421092,498152,shadow
498152__4349963_4349965,498152,meter
498167__4022868,498167,wall
498167__4421579,498167,tie
498167__4022845,498167,board
498167__4022846_4022843,498167,picture on board
498187__1574402,498187,murky river
498187__1574395,498187,brown cliff
498187__1574401,498187,green grass
498187__3594754,498187,train
498187__1574390,498187,blue sky
498187__1574391,498187,green bush
498197__1574428,498197,teddy bear
498197__1574418,498197,monitor
498197__1574444,498197,computer
498197__1574420,498197,brown desk
498197__1574445,498197,computer desk
498199__1076037,498199,round clock
498199__1076034,498199,massive building
498199__1076038,498199,short pole
2360359__2489439,2360359,picture window
2360359__3761742,2360359,red booth
2360359__3891978,2360359,hands
2360359__2237266,2360359,white clock
498208__3698674,498208,white shorts
498208__3698670,498208,field
498208__3698672,498208,woman
498208__3698673,498208,red shirt
498219__1076082,498219,standing person
498219__1076075,498219,clouds
498219__1076085,498219,white snow
498219__1076076,498219,snowy footprints
498219__1076092,498219,black jacket
498221__3789835,498221,building
498221__3594959,498221,gray cloud
498221__3594954,498221,water
498221__3594960,498221,white cloud
498221__3594957,498221,trees growing next to street
2360372__788351,2360372,holding hand
2360372__788348,2360372,bunch nuts
2360372__3891959,2360372,table with dessert
2360372__788340,2360372,yellow cake
2360372__788343,2360372,white plate
498273__1575004,498273,black boots
498273__3727503_1575037,498273,skirt
498273__1575022,498273,black umbrella
498292__1076213,498292,water
2360380__2693840,2360380,large crowd
2360380__3891947,2360380,tracks
2360380__3891949,2360380,walkway
498320__4424907,498320,little kid
498320__4424914,498320,man on floor
498320__4424902,498320,wii remote control
498320__4267417,498320,rug on ground
498320__4199627,498320,sitting person
498328__4118035,498328,cake
498328__4117942,498328,half full wine glass
498328__4118187,498328,pale woman
498328__4118034,498328,the cursive letter f on top of cake
498331__1575528,498331,front of train
498331__1575539,498331,grey train
498331__1575530,498331,red bar
498331__1575505,498331,smoke coming out of train
498331__1575538,498331,maroon train
498344__1575709_1575710,498344,ripple
498344__1575701_1575700,498344,guy
498344__1575703,498344,goggles
498358__1076247,498358,blue pants
498358__1076243,498358,standing man
498358__1076264,498358,black jacket
498358__1076248,498358,brick wall
498358__1076257,498358,purple poster
498373__3595804,498373,wall
498373__1576087,498373,person
498373__1576053_3658349,498373,carriage
498373__1576069,498373,writing in all caps
498373__1576067,498373,black hoof
2360395__2307818,2360395,shoulder
2360395__3420844,2360395,black tie
2360395__2477218,2360395,red rope
2360395__3322629,2360395,white shirt
2360395__2602808,2360395,woman wearing shirt
2360395__3128070,2360395,hair
498401__3441132,498401,vehicle
498401__3441131,498401,woman
498401__3441130,498401,trunk
2360408__1672933,2360408,arched doorway
2360408__2444333,2360408,tower in front of mountain
2360408__2406700,2360408,grass on ground
2360408__1964252_2486536,2360408,clock
2360417__2066095,2360417,fence
2360417__1877392,2360417,white clouds
2360417__2419613,2360417,baby
2360417__1726634,2360417,dark hair
2360417__3761398,2360417,ground
107900__4389721,107900,green grass
107900__4389706,107900,brown nose
107900__4389705,107900,zebra has nose eating grass has mane
107900__4389724,107900,black and white face
107907__1037505,107907,bushes
107907__1037497,107907,green grass
107907__1037502,107907,dead tree
107907__3798694,107907,old barn
107924__1073504,107924,grey surfboard
107924__1073508,107924,man has foot on surfboard
107924__1073502,107924,white clouds
107924__1073515,107924,white building
107924__1073512,107924,people at edge of water at beach
107933__1073573,107933,white shirt
107933__1073559,107933,gathered people
107933__1073566,107933,large tv
107933__1073563_1073563,107933,smiling man
107933__1073574,107933,white socks
2360435__788027,2360435,black notebook
2360435__788021,2360435,white laptop
2360435__788032,2360435,wooden pole
2360435__788028,2360435,white chair
2360435__788023,2360435,black book
107959__4390855,107959,legs
107959__4390870,107959,leg
107959__4390849,107959,grey cow
107959__4390915,107959,small shelter
107962__1566209,107962,orange cat
107962__1566208,107962,white toilet
2360436__2679550,2360436,building
2360436__2648417,2360436,windows
2360436__2679549,2360436,brick wall
2360436__1860799,2360436,black and brown dog
107971__1059983,107971,far hotel
107971__3798711,107971,building
107971__3798709_3798709,107971,street
107971__1059982,107971,cloudy sky
107971__1059979,107971,road
2360441__787983,2360441,building
2360441__787996,2360441,company logo
2360441__787994,2360441,pavement
2360441__787990,2360441,passenger door
2360461__2580775,2360461,old clock
2360461__2513117,2360461,clock has hand
2360461__2112766,2360461,pink marker
2360461__2216077,2360461,clock face
2360461__3761203,2360461,tower
2360463__3761181,2360463,white frame
2360463__2154609,2360463,window
2360463__2588645,2360463,flower box
2360476__3533928,2360476,laying cat
2360476__2607601,2360476,glass table
2360476__2544746,2360476,black remote control
2360476__1661039,2360476,blue pillow
2360476__1971291,2360476,under pillow
2360476__2212899,2360476,two black paws
2360518__3533853,2360518,blanket
2360518__3533851,2360518,person
2360518__1933400,2360518,brown hair
2360518__2129612,2360518,man
1159274__3796901,1159274,pane
1159274__2601062,1159274,window has panel
1159280__1591081,1159280,window
1159280__1591074,1159280,bicycles
1159280__1591065,1159280,street
1159280__1591070,1159280,man holding backpack
1159280__1591088,1159280,person on sidewalk
1159288__4579515,1159288,large skies
1159288__4579517,1159288,sky
1159288__4579525,1159288,hill
1159288__4579519,1159288,windows building
1159288__4067196_4579527,1159288,snow
1159327__4580203,1159327,windshield
1159327__4069312_4069314,1159327,white clouds in blue sky
1159327__4580199,1159327,street
1159327__4069366,1159327,blue sky
1159327__4069316,1159327,truck traveling down street
1159333__1591857,1159333,clock tower
1159333__1591860,1159333,red booth
1159333__1591850,1159333,red flowers
1159333__3796920,1159333,pole
1159333__1591859,1159333,street
1159342__4580497_4580517_4580500,1159342,water
1159342__4580516,1159342,boat on water
1159342__4580519,1159342,building
1159342__4580506,1159342,tree in woods
1159355__4095051,1159355,helmet
1159355__4290538,1159355,dog wearing sunglasses
1159355__4095178,1159355,handlebars
1159355__4290543,1159355,man holds bicycle
1159355__4146820,1159355,colorful jacket
1159372__4581134,1159372,light blue sky
1159372__4096322,1159372,person
1159372__4096345,1159372,mountain ridge
1159372__4096341,1159372,barren landscape
1159372__4581148,1159372,white cloud hanging in sky
1159372__4228980,1159372,rider
1159387__3661860,1159387,lights
1159387__1592509,1159387,tan shoes
1159387__3661862_3661865,1159387,skateboard
1159387__3661864,1159387,ground
1159397__3703289_3796966,1159397,building
1159397__1592625_1592626_1592624,1159397,electric traffic signal
1159411__2766766,1159411,engine
1159411__1593092,1159411,airport
1159411__1593091,1159411,cloudy sky
1159411__1593081,1159411,airplane
1159441__1593538,1159441,grouped people
1159441__1593547,1159441,plaid pants
1159441__1593560,1159441,snowboard
1159441__3577520,1159441,green lettering
1159441__1593551,1159441,skier
1159450__2291761,1159450,person standing up
1159450__1593659,1159450,snow covered mountain
1159450__3703538_2085763,1159450,snow
1159450__1593613,1159450,man
1159475__4080093,1159475,papers
1159475__4080025,1159475,man wearing suit
1159475__4080122,1159475,gray haird man
1159475__4080076,1159475,man wearing jeans
1159475__4080096,1159475,white paper
1159475__4080115,1159475,container of bananas
1159482__4081208,1159482,container
1159488__1594084_1594083_1594085_1594086_1594070,1159488,person
1159488__1594080,1159488,outdoors
1159504__1920327_1594357,1159504,clock
1159507__4155005,1159507,road
1159507__4155013,1159507,headlights on bus
1159507__4155004,1159507,line on road
1159507__4155017_4155017,1159507,yellow taxi
1159536__4430221,1159536,red shirt
1159536__4430210_4430223,1159536,black pants
1159536__4430208,1159536,black shirt
1159536__4430228,1159536,road
1159539__1077203,1159539,brown bench
1159539__1077206,1159539,black suit
1159539__1077211,1159539,old man
1159539__1077212,1159539,black sneakers
1159539__1077213,1159539,green hedges
1159539__1077202,1159539,grey wall
1159542__1594860,1159542,shadow on sidewalk
1159542__1594881,1159542,clock
1159542__1594893,1159542,pole
1159542__1594861,1159542,sidewalk
1159542__1594875,1159542,tall tree
1159553__1595031,1159553,white hard hat
1159573__1595258,1159573,man wearing shirt
1159573__1595306,1159573,hill
1159573__1595280_1595260,1159573,black shorts
1159597__4148123,1159597,brown belt
1159597__4148148,1159597,white shirt
1159597__4148116,1159597,tree
1159597__4148132,1159597,black man
1159597__4148158,1159597,wall
1159597__4148188,1159597,blue sky
1159603__3704331,1159603,building
1159603__3704332,1159603,word
1159603__1595473,1159603,blue sign
1159604__2399501,1159604,tires
1159604__3426157_3704337,1159604,street
1159605__1595504,1159605,building
1159605__3704339,1159605,sidewalk
1159606__4069448,1159606,wall
1159606__4161500,1159606,notebook
1159606__4161529_4161531,1159606,monitor
1159606__4098396,1159606,desk
2360538__787440,2360538,blue cap
2360538__787438,2360538,white table
2360538__787437,2360538,red spoon
2360538__787441,2360538,pink fridge
2360538__787435,2360538,brown bear
2360538__787436,2360538,white book
1159648__4430288_4430287,1159648,window
1159648__4430301,1159648,pole
1159650__3704484_1595834,1159650,man
1159651__3704502,1159651,bridge
1159651__1595887,1159651,train on bridge
1159651__3704506_1595889,1159651,sidewalk
1159659__1596097,1159659,building
1159659__1596088,1159659,black suitcase
1159659__1596084,1159659,gray tree
1159659__1596086,1159659,bricks
1159659__1596083,1159659,street
1159665__4166934,1159665,person has jacket
1159665__4166926_4166926_4166926,1159665,stairs
1159665__4166925,1159665,bamboo poles
1159674__3704618,1159674,advertisement sign
1159674__1596335,1159674,street curb
1159674__1596342,1159674,church steeple
1159674__1596338,1159674,metal fence
1159679__3797122,1159679,woman
1159679__1596382,1159679,clock
1159679__3605233,1159679,trash bin
1159679__1596399,1159679,windshield
1159691__1596566,1159691,cabinet door
1159691__1596558,1159691,white plate
1159691__1596568,1159691,sink
1159691__3704687,1159691,cake cover
1159691__1596564,1159691,refrigerator
1159692__4168807,1159692,boy
1159696__4169212,1159696,outdoors people
1159696__4169219,1159696,blue coat
1159696__4169221,1159696,snowboard
1159696__4169222,1159696,metal pole
1159696__4169214,1159696,man
1159697__1596607_1596604,1159697,building
1159697__3605365,1159697,street
1159697__1596610,1159697,officer
1159711__2876421,1159711,above mirror
1159711__2521626,1159711,white bathtub
1159711__2566018,1159711,counter
1159732__1596964,1159732,white motor
1159732__1596971,1159732,shelter
1159732__1596961,1159732,street
1159732__1596965,1159732,boat
1159744__3605662,1159744,white shirt
1159744__3704946_3704945,1159744,person
1159744__1597079,1159744,man holding frisbee
1159744__1597109,1159744,woman holding frisbee
1159781__1597590_1597589_1597586,1159781,building
1159781__1597595,1159781,bike
1159781__1597599,1159781,crate
1159784__3797165,1159784,handle
1159784__2329119,1159784,counter
1159784__2329122,1159784,box on counter
1159784__2041717,1159784,oven microwave
1159790__1597761,1159790,white lettering
1159790__1597747,1159790,blue bus
1159790__1597736_1597749,1159790,road
1159814__1077328,1159814,girl inside of suit
1159814__1077342,1159814,white sky
1159814__1077340,1159814,green surf board
1159814__1077347,1159814,woman has leg
1159814__1077329,1159814,red suit
1159814__1077335,1159814,blue surf board
1159815__1039918,1159815,black bat
1159815__1039928,1159815,green grass
1159815__1039921,1159815,raised leg
1159815__1039930,1159815,white pants
1159831__4179514,1159831,row trucks
1159831__4179525,1159831,ground
1159846__1039951,1159846,open door
1159846__1039936,1159846,white bus
1159846__1039946,1159846,red suitcase
1159846__1039954,1159846,green windows
1159850__4177768_4177772,1159850,wine clear glass
1159850__4177751,1159850,white pole
1159853__3535118,1159853,woman
1159853__1598233,1159853,nightstand
1159853__1598243,1159853,wood door
1159853__1598242,1159853,chair beside laptop
1159890__3797280,1159890,roadway
1159890__3705589,1159890,intersection sidewalk
1159890__3705590,1159890,painted stripes curb
1159890__1598663,1159890,stripes on curb
1159890__1598658,1159890,white clock
1159921__4191411,1159921,black jacket
1159921__4247662,1159921,tracks are in snow
1159921__4247690,1159921,gear
1159921__4191478,1159921,man wearing jacket
1159925__3705819_3797317,1159925,building
1159925__1599144,1159925,large traffic light
1159925__3705813,1159925,woman
1159925__3705812,1159925,umbrella
1159925__1599146,1159925,red banner
1159947__4264980,1159947,building
1159947__4196349,1159947,man wearing jacket
1159947__4196353,1159947,plaid jacket
1159947__4264969,1159947,tracks
1159947__4264968,1159947,train on tracks
1159947__4264971,1159947,sidewalk
1159987__4202784,1159987,yellow jacket
1159987__4206964,1159987,black helmet
1159987__4202787,1159987,man wearing jacket
1159987__4206972,1159987,ski trail
1159987__4202790,1159987,man wearing pants
1159987__4206971,1159987,trees growing along side of trail
1160001__1600112,1160001,white bus
1160001__3557844,1160001,cloudless sky
1160030__4208928,1160030,large water
1160030__4208927,1160030,tan building
1160030__4286637,1160030,large ship
1160030__4286701,1160030,blue sky
1160030__4286639,1160030,boat
1160030__4208911,1160030,white building
1160032__1600514_1600493_1600506,1160032,toilet
1160032__3706329,1160032,wooden seat
1160042__1600726,1160042,man wearing shirt
1160042__2263510,1160042,person
1160042__1600724,1160042,man sitting beside bananas
1160042__1600727,1160042,brown shirt
1160043__1600734,1160043,open umbrella
1160043__2860791,1160043,pink umbrella
1160043__1600735,1160043,empty chair
1160043__1892867,1160043,pink roses
1160043__1781525,1160043,lady has umbrella
1160050__1600790,1160050,green leaves
1160050__1600807,1160050,green stripe
1160050__1600819,1160050,street
1160050__1600803,1160050,vertical bus
1160083__1601336,1160083,dark shirt
1160083__1601330,1160083,white shirt
1160083__1601341,1160083,camera in hand
1160108__1077543,1160108,green tree
1160108__1077531,1160108,white bus
1160108__1077539,1160108,walking man
1160108__1077536,1160108,large billboard
1160108__1077535,1160108,grey street light
1160110__3706596,1160110,drawer
1160121__1601846,1160121,table
1160121__1601850,1160121,monitor
1160123__1601949,1160123,is person
1160123__1601930,1160123,a man
1160123__1601926,1160123,sign on restaurant
1160127__1602061,1160127,wall
1160127__1602064,1160127,bed
1160127__1602065,1160127,disorganized room
1160135__1602222,1160135,white rock
1160135__1602217,1160135,small bear
1160135__1602211,1160135,woman in dress
1160139__4224353_4350357,1160139,building
1160139__4350405,1160139,green grass
1160139__4236760,1160139,tower
1160139__4350241,1160139,blue sky
1160144__3706726,1160144,snow covered roadway
1160144__1602252,1160144,green lights
1160144__3706727,1160144,snow
1160144__3706729,1160144,road
1160144__3706728,1160144,black truck
1160161__3706809,1160161,wall
1160161__1602361,1160161,kitchen cabinet
1160161__3706804,1160161,man's waist
1160161__3706803,1160161,large container
1160166__4227626,1160166,line in a street
1160166__4227622,1160166,sky
1160166__4227627,1160166,street
1160166__4227617,1160166,grey car
1160189__4243697,1160189,toilet
1160189__4394978,1160189,sink
1160210__1997943_3534871,1160210,tracks
1160210__1602955_1602957,1160210,black lamp
1160215__2506112,1160215,pine tree
1160215__2379273,1160215,snow
1160215__3280005,1160215,boy stretching ground
1160215__3227430,1160215,evergreen tree
1160215__2015314,1160215,person taking picture
1160218__4247670,1160218,building
1160218__4247571_4247572,1160218,giant billboard
1160218__4423006,1160218,distant window
2360561__1815165,2360561,clouds
2360561__2391390,2360561,snowboarding man
2360561__2168974,2360561,bare tree
2360561__1848347,2360561,yellow pants
2360567__1771865,2360567,green tree
2360567__2556384,2360567,bear
2360567__2672628,2360567,small shrub
2360567__3533732,2360567,grass
2360567__3533742,2360567,ground
2360571__1866263,2360571,potatoes
2360571__1810319,2360571,silver grill
2360571__1890736,2360571,grated vent
2360571__2647053,2360571,pan
2316927__2747119,2316927,bare trees
2316927__3323279,2316927,dry land
